transaction_id,user_id,transaction_time,date,hour,dayofweek,amount,merchant_category,channel,device_type,location,is_new_device,is_foreign_ip,retry_count,merchant_risk,risk_score,status,is_fraud
T000530,U0307,2026-02-04 12:23:00,2026-02-04,12,2,88900,해외결제,체크카드,ATM,해외,0,1,0,0.423,40.6,승인,0
T000531,U0269,2026-05-20 20:57:00,2026-05-20,20,2,342100,대출상환,해외결제,Web,해외,0,0,0,0.182,14.3,승인,0
T000532,U0014,2026-05-21 11:52:00,2026-05-21,11,3,112400,구독,간편결제,ATM,부산,1,0,0,0.143,26.8,승인,0
T000533,U0260,2026-05-13 20:48:00,2026-05-13,20,2,81100,편의점,간편결제,iOS,서울,0,0,0,0.112,6.3,승인,0
T000534,U0209,2026-02-25 13:04:00,2026-02-25,13,2,766100,투자,체크카드,Android,광주,0,0,1,0.302,20.5,승인,0
T000535,U0271,2026-05-05 20:51:00,2026-05-05,20,1,68100,편의점,체크카드,iOS,대전,0,0,0,0.396,16.3,승인,0
T000536,U0001,2026-04-05 11:20:00,2026-04-05,11,6,123600,투자,계좌이체,Android,광주,0,0,0,0.169,15.6,승인,0
T000537,U0090,2026-05-13 16:25:00,2026-05-13,16,2,122000,교통,신용카드,Android,해외,0,0,0,0.128,16.4,거절,0
T000538,U0159,2026-01-19 06:24:00,2026-01-19,6,0,160500,교육,해외결제,Android,경기,0,0,0,0.22,10.1,승인,0
T000539,U0177,2026-05-04 21:21:00,2026-05-04,21,0,663000,해외결제,체크카드,Web,해외,1,1,0,0.42,61.5,승인,0
T000540,U0320,2026-02-11 14:20:00,2026-02-11,14,2,331800,해외결제,신용카드,Web,해외,0,1,0,0.586,49.9,승인,0
T000541,U0236,2026-05-09 00:00:00,2026-05-09,0,5,290400,교육,해외결제,Android,부산,0,0,0,0.252,33.5,승인,0
T000542,U0120,2026-02-13 19:43:00,2026-02-13,19,4,61800,구독,해외결제,Android,서울,0,0,2,0.468,28.2,승인,0
T000543,U0302,2026-03-09 10:45:00,2026-03-09,10,0,15700,카페,신용카드,Android,대전,0,0,0,0.198,12.1,승인,0
T000544,U0125,2026-01-27 18:59:00,2026-01-27,18,1,55700,편의점,계좌이체,Web,부산,0,0,1,0.305,13.6,승인,0
T000545,U0280,2026-02-17 11:30:00,2026-02-17,11,1,85100,해외결제,간편결제,ATM,해외,0,1,0,0.404,49.9,승인,0
T000546,U0237,2026-02-21 16:58:00,2026-02-21,16,5,60400,병원,신용카드,Web,대구,0,0,1,0.333,15.3,승인,0
T000547,U0029,2026-05-16 20:10:00,2026-05-16,20,5,92500,해외결제,해외결제,iOS,해외,0,1,0,0.581,48.9,승인,0
T000548,U0121,2026-03-09 22:46:00,2026-03-09,22,0,1655100,대출상환,해외결제,Android,서울,1,0,0,0.167,52.1,승인,0
T000549,U0122,2026-05-08 11:09:00,2026-05-08,11,4,490100,송금,체크카드,Web,대전,0,0,1,0.102,8.9,승인,0
T000550,U0213,2026-04-15 17:59:00,2026-04-15,17,2,183800,구독,체크카드,iOS,광주,0,0,0,0.315,17.4,승인,0
T000551,U0257,2026-05-14 09:24:00,2026-05-14,9,3,205400,해외결제,해외결제,iOS,해외,0,1,3,0.588,69.1,승인,0
T000552,U0022,2026-05-25 11:11:00,2026-05-25,11,0,483200,투자,계좌이체,iOS,경기,0,0,0,0.181,14.5,승인,0
T000553,U0093,2026-03-08 07:15:00,2026-03-08,7,6,58800,병원,간편결제,Web,대전,0,0,1,0.274,11.9,승인,0
T000554,U0318,2026-05-20 07:52:00,2026-05-20,7,2,69300,교통,해외결제,iOS,해외,0,1,0,0.414,40.3,승인,0
T000555,U0329,2026-03-17 13:15:00,2026-03-17,13,1,531600,대출상환,간편결제,Android,해외,0,0,0,0.03,10.1,승인,0
T000556,U0232,2026-02-28 15:37:00,2026-02-28,15,5,841700,대출상환,신용카드,Web,해외,0,0,0,0.177,14.5,승인,0
T000557,U0399,2026-02-09 07:00:00,2026-02-09,7,0,97200,편의점,신용카드,Web,대전,0,0,0,0.272,10.8,승인,0
T000558,U0205,2026-05-23 09:57:00,2026-05-23,9,5,92100,구독,해외결제,Android,경기,0,0,0,0.268,17.3,승인,0
T000559,U0119,2026-05-30 15:25:00,2026-05-30,15,5,369300,대출상환,계좌이체,ATM,대구,1,0,0,0.223,28.1,승인,0
T000560,U0347,2026-02-04 10:03:00,2026-02-04,10,2,39100,편의점,간편결제,Android,대전,0,0,1,0.252,14.2,승인,0
T000561,U0027,2026-03-22 20:06:00,2026-03-22,20,6,84800,편의점,계좌이체,Android,부산,1,0,0,0.166,26.1,승인,0
T000562,U0170,2026-01-08 11:25:00,2026-01-08,11,3,961400,대출상환,신용카드,Web,경기,0,0,0,0.136,13.2,승인,0
T000563,U0070,2026-02-11 17:30:00,2026-02-11,17,2,26500,구독,계좌이체,ATM,대구,0,0,0,0.115,11.0,승인,0
T000564,U0036,2026-02-05 10:47:00,2026-02-05,10,3,219100,대출상환,해외결제,ATM,서울,0,0,0,0.233,11.4,승인,0
T000565,U0170,2026-04-05 15:19:00,2026-04-05,15,6,280900,투자,체크카드,Android,경기,1,0,0,0.209,34.9,승인,0
T000566,U0164,2026-05-18 20:11:00,2026-05-18,20,0,184100,투자,신용카드,Android,경기,0,0,2,0.191,17.2,승인,0
T000567,U0347,2026-01-02 12:24:00,2026-01-02,12,4,133700,투자,체크카드,Android,해외,0,0,3,0.181,35.9,승인,0
T000568,U0152,2026-02-08 19:09:00,2026-02-08,19,6,65500,온라인쇼핑,신용카드,ATM,경기,0,0,0,0.277,19.1,승인,0
T000569,U0316,2026-04-02 17:33:00,2026-04-02,17,3,199200,해외결제,계좌이체,Android,해외,0,1,2,0.275,35.0,승인,0
T000570,U0197,2026-01-03 21:38:00,2026-01-03,21,5,82200,해외결제,계좌이체,Android,해외,0,1,0,0.59,51.1,승인,0
T000571,U0282,2026-05-29 19:40:00,2026-05-29,19,4,17000,카페,계좌이체,Android,대구,0,0,1,0.27,17.0,승인,0
T000572,U0236,2026-02-08 09:00:00,2026-02-08,9,6,13700,온라인쇼핑,계좌이체,ATM,해외,0,1,1,0.314,44.8,승인,0
T000573,U0142,2026-04-03 13:10:00,2026-04-03,13,4,49400,교육,계좌이체,Web,대구,0,0,0,0.132,11.1,승인,0
T000574,U0007,2026-01-24 08:22:00,2026-01-24,8,5,93600,병원,신용카드,Android,대구,1,0,1,0.04,30.4,승인,0
T000575,U0198,2026-05-28 12:54:00,2026-05-28,12,3,96300,교육,간편결제,Web,대구,0,0,0,0.208,9.2,승인,0
T000576,U0192,2026-01-17 19:25:00,2026-01-17,19,5,158600,편의점,신용카드,Android,대전,1,0,1,0.254,34.1,승인,0
T000577,U0206,2026-04-26 14:40:00,2026-04-26,14,6,181000,해외결제,해외결제,iOS,해외,0,1,0,0.479,45.0,승인,0
T000578,U0251,2026-05-03 11:21:00,2026-05-03,11,6,30400,교통,해외결제,iOS,경기,0,0,1,0.094,15.3,추가인증,0
T000579,U0111,2026-03-26 18:20:00,2026-03-26,18,3,93500,교육,체크카드,iOS,부산,0,0,0,0.323,18.8,승인,0
T000580,U0043,2026-04-06 19:56:00,2026-04-06,19,0,51300,구독,해외결제,Android,광주,0,0,2,0.123,6.2,추가인증,0
T000581,U0355,2026-02-19 19:55:00,2026-02-19,19,3,183300,해외결제,간편결제,Android,해외,0,1,0,0.301,40.3,승인,0
T000582,U0238,2026-03-20 19:17:00,2026-03-20,19,4,34600,교육,신용카드,Web,대전,0,0,1,0.12,14.6,승인,0
T000583,U0255,2026-05-28 10:46:00,2026-05-28,10,3,77800,교통,계좌이체,ATM,경기,0,0,0,0.255,9.7,승인,0
T000584,U0319,2026-03-20 11:42:00,2026-03-20,11,4,111300,온라인쇼핑,체크카드,ATM,서울,1,0,1,0.421,38.2,승인,0
T000585,U0371,2026-03-11 23:49:00,2026-03-11,23,2,384300,투자,계좌이체,Web,해외,1,0,2,0.451,34.9,승인,0
T000586,U0172,2026-02-11 15:22:00,2026-02-11,15,2,117400,온라인쇼핑,체크카드,Web,경기,0,0,0,0.131,4.7,승인,0
T000587,U0034,2026-04-07 12:09:00,2026-04-07,12,1,34900,온라인쇼핑,계좌이체,ATM,대구,0,0,1,0.404,18.3,승인,0
T000588,U0308,2026-01-03 06:08:00,2026-01-03,6,5,59400,온라인쇼핑,계좌이체,iOS,경기,0,0,0,0.122,15.0,승인,0
T000589,U0330,2026-03-30 15:10:00,2026-03-30,15,0,49000,병원,간편결제,iOS,경기,0,0,0,0.246,10.3,승인,0
T000590,U0056,2026-03-25 15:31:00,2026-03-25,15,2,55800,교통,계좌이체,ATM,해외,0,0,1,0.362,22.6,승인,0
T000591,U0296,2026-04-02 08:28:00,2026-04-02,8,3,59600,교통,간편결제,Web,해외,0,0,0,0.057,13.0,승인,0
T000592,U0351,2026-05-29 08:26:00,2026-05-29,8,4,576400,송금,계좌이체,ATM,해외,0,0,0,0.457,19.3,승인,0
T000593,U0016,2026-02-02 01:23:00,2026-02-02,1,0,292700,투자,체크카드,Android,경기,0,0,0,0.376,29.0,승인,0
T000594,U0332,2026-04-13 06:39:00,2026-04-13,6,0,131900,해외결제,해외결제,ATM,해외,0,1,2,0.566,46.0,승인,0
T000595,U0271,2026-01-15 17:32:00,2026-01-15,17,3,301400,투자,계좌이체,iOS,대전,0,0,0,0.32,12.0,승인,0
T000596,U0332,2026-04-13 12:47:00,2026-04-13,12,0,109900,온라인쇼핑,해외결제,Web,해외,1,0,3,0.195,43.4,승인,0
T000597,U0289,2026-04-23 12:14:00,2026-04-23,12,3,203700,교육,간편결제,Web,서울,0,0,0,0.383,19.7,승인,0
T000598,U0336,2026-05-15 09:15:00,2026-05-15,9,4,163700,해외결제,해외결제,ATM,해외,0,1,0,0.329,46.5,승인,0
T000599,U0399,2026-04-10 10:56:00,2026-04-10,10,4,48900,편의점,체크카드,iOS,대구,0,0,2,0.205,7.7,승인,0
T000600,U0132,2026-02-01 11:34:00,2026-02-01,11,6,72300,병원,신용카드,Android,광주,0,0,3,0.464,34.8,승인,0
T000601,U0382,2026-05-29 17:08:00,2026-05-29,17,4,604500,편의점,해외결제,ATM,경기,1,0,1,0.194,32.3,승인,0
T000602,U0025,2026-01-08 06:12:00,2026-01-08,6,3,55600,온라인쇼핑,신용카드,Android,대구,0,0,0,0.269,11.5,승인,0
T000603,U0184,2026-02-15 19:06:00,2026-02-15,19,6,182800,투자,신용카드,Android,해외,0,0,0,0.145,9.2,승인,0
T000604,U0122,2026-05-02 20:46:00,2026-05-02,20,5,157400,편의점,체크카드,Web,서울,0,0,1,0.143,16.7,승인,0
T000605,U0075,2026-01-20 08:40:00,2026-01-20,8,1,41900,구독,신용카드,Android,광주,1,0,0,0.185,25.3,승인,0
T000606,U0156,2026-05-13 12:00:00,2026-05-13,12,2,509000,해외결제,계좌이체,ATM,해외,0,1,1,0.781,51.5,승인,0
T000607,U0161,2026-03-09 10:04:00,2026-03-09,10,0,28600,편의점,간편결제,ATM,광주,0,0,0,0.118,9.7,승인,0
T000608,U0332,2026-03-07 21:56:00,2026-03-07,21,5,45000,구독,계좌이체,ATM,대전,0,0,0,0.081,5.3,승인,0
T000609,U0036,2026-01-19 15:01:00,2026-01-19,15,0,822500,투자,해외결제,iOS,경기,1,0,1,0.685,49.2,승인,0
T000610,U0318,2026-01-30 11:47:00,2026-01-30,11,4,2167200,해외결제,신용카드,Web,해외,0,1,0,0.318,60.4,승인,0
T000611,U0231,2026-01-27 19:26:00,2026-01-27,19,1,12000,교육,체크카드,ATM,광주,1,0,2,0.186,34.0,승인,0
T000612,U0125,2026-02-20 14:41:00,2026-02-20,14,4,421700,송금,계좌이체,Android,경기,0,0,0,0.334,12.6,승인,0
T000613,U0199,2026-04-02 11:25:00,2026-04-02,11,3,133400,대출상환,해외결제,iOS,부산,0,0,0,0.433,25.6,승인,0
T000614,U0167,2026-05-06 11:29:00,2026-05-06,11,2,1257800,투자,계좌이체,Web,부산,0,0,0,0.449,15.8,승인,0
T000615,U0030,2026-03-14 17:48:00,2026-03-14,17,5,131100,해외결제,간편결제,Web,해외,0,1,2,0.494,51.9,승인,0
T000616,U0364,2026-04-28 20:50:00,2026-04-28,20,1,106600,편의점,체크카드,ATM,대전,0,0,0,0.189,12.5,승인,0
T000617,U0151,2026-01-30 03:15:00,2026-01-30,3,4,41400,교통,계좌이체,Android,대전,0,0,0,0.333,32.2,승인,0
T000618,U0225,2026-04-03 19:04:00,2026-04-03,19,4,70900,병원,체크카드,Web,부산,0,0,1,0.164,11.9,승인,0
T000619,U0236,2026-01-01 12:54:00,2026-01-01,12,3,42400,편의점,간편결제,Android,광주,0,0,0,0.147,9.8,승인,0
T000620,U0198,2026-05-23 12:05:00,2026-05-23,12,5,307200,대출상환,체크카드,Android,부산,0,0,0,0.114,10.9,승인,0
T000621,U0326,2026-01-25 18:02:00,2026-01-25,18,6,857500,송금,계좌이체,Android,서울,0,0,0,0.654,29.4,승인,0
T000622,U0082,2026-05-18 08:53:00,2026-05-18,8,0,100500,해외결제,체크카드,ATM,해외,0,1,3,0.77,75.0,승인,1
T000623,U0254,2026-03-02 06:47:00,2026-03-02,6,0,157600,투자,해외결제,iOS,대전,0,0,3,0.156,33.6,승인,0
T000624,U0332,2026-01-07 15:22:00,2026-01-07,15,2,22200,온라인쇼핑,간편결제,Web,광주,0,0,0,0.153,10.0,승인,0
T000625,U0354,2026-05-12 12:44:00,2026-05-12,12,1,38600,교통,해외결제,Web,광주,0,0,1,0.218,18.7,승인,0
T000626,U0011,2026-04-10 11:04:00,2026-04-10,11,4,122500,온라인쇼핑,간편결제,Web,대전,0,0,0,0.278,19.3,승인,0
T000627,U0074,2026-02-28 18:32:00,2026-02-28,18,5,192200,해외결제,신용카드,ATM,해외,0,1,1,0.437,43.4,승인,0
T000628,U0222,2026-01-16 13:14:00,2026-01-16,13,4,264300,온라인쇼핑,간편결제,Web,부산,0,0,0,0.143,15.0,보류,0
T000629,U0100,2026-02-24 11:18:00,2026-02-24,11,1,104800,대출상환,간편결제,iOS,경기,0,0,0,0.055,5.0,승인,0
T000630,U0063,2026-04-28 08:46:00,2026-04-28,8,1,49900,병원,간편결제,Android,경기,0,0,0,0.139,15.0,승인,0
T000631,U0231,2026-05-13 20:30:00,2026-05-13,20,2,22800,교통,체크카드,Android,대전,0,0,0,0.156,10.8,승인,0
T000632,U0154,2026-05-27 07:04:00,2026-05-27,7,2,83800,구독,해외결제,ATM,경기,0,0,1,0.247,19.4,승인,0
T000633,U0187,2026-04-26 08:13:00,2026-04-26,8,6,565000,대출상환,해외결제,iOS,대구,1,0,0,0.606,47.5,승인,0
T000634,U0025,2026-05-09 19:42:00,2026-05-09,19,5,123700,해외결제,간편결제,iOS,해외,0,1,0,0.467,42.0,보류,0
T000635,U0057,2026-05-17 16:21:00,2026-05-17,16,6,39800,병원,신용카드,Android,경기,0,0,0,0.282,19.2,승인,0
T000636,U0188,2026-03-22 06:28:00,2026-03-22,6,6,47600,교통,신용카드,Android,해외,0,0,0,0.257,20.1,승인,0
T000637,U0137,2026-02-06 16:29:00,2026-02-06,16,4,12700,교통,체크카드,iOS,경기,0,0,0,0.044,2.3,승인,0
T000638,U0208,2026-05-06 19:24:00,2026-05-06,19,2,78700,카페,해외결제,ATM,경기,0,0,3,0.459,43.6,승인,0
T000639,U0330,2026-01-09 15:27:00,2026-01-09,15,4,110600,병원,해외결제,Android,대전,0,0,0,0.461,25.8,승인,0
T000640,U0351,2026-03-25 17:03:00,2026-03-25,17,2,415400,구독,간편결제,Web,경기,0,0,0,0.08,7.7,추가인증,0
T000641,U0326,2026-01-12 17:40:00,2026-01-12,17,0,64600,구독,신용카드,iOS,광주,0,0,0,0.206,14.1,승인,0
T000642,U0323,2026-04-26 09:24:00,2026-04-26,9,6,213300,투자,해외결제,iOS,부산,0,0,0,0.332,12.4,승인,0
T000643,U0175,2026-03-02 12:20:00,2026-03-02,12,0,87800,해외결제,신용카드,Web,해외,0,1,0,0.606,53.4,보류,0
T000644,U0101,2026-05-07 11:30:00,2026-05-07,11,3,1508700,대출상환,신용카드,Android,해외,0,0,0,0.313,45.1,승인,0
T000645,U0130,2026-03-23 20:35:00,2026-03-23,20,0,55800,교육,간편결제,Android,대전,0,0,0,0.06,12.7,승인,0
T000646,U0391,2026-05-03 14:38:00,2026-05-03,14,6,250600,대출상환,신용카드,ATM,광주,0,0,0,0.285,10.1,승인,0
T000647,U0176,2026-03-14 13:37:00,2026-03-14,13,5,111600,구독,해외결제,ATM,해외,0,0,0,0.429,22.9,승인,0
T000648,U0214,2026-01-10 08:50:00,2026-01-10,8,5,108000,교통,체크카드,ATM,해외,0,0,0,0.066,4.1,추가인증,0
T000649,U0176,2026-01-10 20:21:00,2026-01-10,20,5,207300,송금,해외결제,Web,서울,0,0,0,0.135,9.3,승인,0
T000650,U0056,2026-01-20 05:32:00,2026-01-20,5,1,147900,온라인쇼핑,계좌이체,iOS,서울,0,0,0,0.113,18.7,승인,0
T000651,U0089,2026-01-05 19:29:00,2026-01-05,19,0,29000,교육,체크카드,Web,대구,0,0,3,0.368,42.7,승인,0
T000652,U0196,2026-05-18 08:00:00,2026-05-18,8,0,62300,병원,간편결제,ATM,해외,0,0,0,0.236,19.7,승인,0
T000653,U0176,2026-04-04 08:51:00,2026-04-04,8,5,98900,카페,계좌이체,iOS,경기,0,0,0,0.157,16.6,승인,0
T000654,U0177,2026-02-14 14:42:00,2026-02-14,14,5,82600,송금,신용카드,Android,해외,0,0,0,0.157,14.9,거절,0
T000655,U0180,2026-04-03 20:39:00,2026-04-03,20,4,192700,투자,체크카드,ATM,대구,0,0,2,0.168,15.8,승인,0
T000656,U0361,2026-04-11 18:34:00,2026-04-11,18,5,903400,대출상환,해외결제,Web,광주,0,0,0,0.135,8.8,승인,0
T000657,U0010,2026-01-05 06:01:00,2026-01-05,6,0,550100,투자,간편결제,ATM,대구,0,0,0,0.331,15.3,추가인증,0
T000658,U0323,2026-02-23 11:38:00,2026-02-23,11,0,232400,투자,체크카드,Android,해외,0,1,0,0.124,37.1,승인,0
T000659,U0112,2026-04-02 08:25:00,2026-04-02,8,3,87200,온라인쇼핑,계좌이체,ATM,대구,1,0,0,0.341,39.3,승인,0
T000660,U0203,2026-01-14 15:43:00,2026-01-14,15,2,97800,카페,간편결제,ATM,해외,0,0,2,0.233,9.5,거절,0
T000661,U0187,2026-01-28 17:26:00,2026-01-28,17,2,70600,온라인쇼핑,간편결제,ATM,서울,0,0,0,0.07,13.3,승인,0
T000662,U0007,2026-03-02 20:54:00,2026-03-02,20,0,179200,투자,신용카드,ATM,대전,0,0,0,0.282,17.1,승인,0
T000663,U0217,2026-05-20 19:44:00,2026-05-20,19,2,54900,병원,해외결제,iOS,서울,0,0,0,0.566,29.7,승인,0
T000664,U0312,2026-05-09 08:26:00,2026-05-09,8,5,805500,송금,체크카드,Web,대전,0,0,1,0.427,23.9,승인,0
T000665,U0400,2026-03-23 10:57:00,2026-03-23,10,0,164300,카페,계좌이체,ATM,광주,0,0,0,0.324,21.7,승인,0
T000666,U0370,2026-02-15 12:24:00,2026-02-15,12,6,46000,병원,해외결제,iOS,해외,1,0,0,0.246,36.6,승인,0
T000667,U0006,2026-01-29 10:28:00,2026-01-29,10,3,42500,온라인쇼핑,신용카드,ATM,부산,0,0,0,0.575,30.3,승인,0
T000668,U0400,2026-04-27 20:20:00,2026-04-27,20,0,406600,해외결제,해외결제,Web,해외,0,1,0,0.3,41.5,승인,0
T000669,U0055,2026-04-23 20:36:00,2026-04-23,20,3,89700,온라인쇼핑,신용카드,ATM,광주,0,0,1,0.055,8.9,승인,0
T000670,U0118,2026-05-27 15:31:00,2026-05-27,15,2,108100,해외결제,체크카드,iOS,해외,0,1,0,0.289,37.9,승인,0
T000671,U0322,2026-02-10 22:25:00,2026-02-10,22,1,93200,카페,신용카드,ATM,대구,0,0,0,0.244,13.9,승인,0
T000672,U0061,2026-03-25 12:04:00,2026-03-25,12,2,144700,구독,계좌이체,ATM,대전,0,0,0,0.144,6.7,승인,0
T000673,U0356,2026-02-08 09:43:00,2026-02-08,9,6,24600,카페,간편결제,iOS,대전,0,0,1,0.232,13.9,승인,0
T000674,U0263,2026-01-23 12:29:00,2026-01-23,12,4,128300,구독,신용카드,iOS,해외,0,0,0,0.18,10.5,승인,0
T000675,U0347,2026-02-18 11:44:00,2026-02-18,11,2,1450600,대출상환,해외결제,iOS,광주,0,0,0,0.226,11.3,승인,0
T000676,U0107,2026-05-02 09:28:00,2026-05-02,9,5,41500,병원,신용카드,Web,해외,0,0,0,0.21,12.6,승인,0
T000677,U0029,2026-01-14 20:44:00,2026-01-14,20,2,55000,편의점,신용카드,Android,해외,1,0,0,0.237,35.6,승인,0
T000678,U0397,2026-03-28 22:39:00,2026-03-28,22,5,79400,교통,해외결제,iOS,경기,0,0,0,0.242,10.7,승인,0
T000679,U0386,2026-05-23 07:35:00,2026-05-23,7,5,134200,병원,해외결제,Web,대전,0,0,1,0.202,12.1,승인,0
T000680,U0293,2026-02-05 10:53:00,2026-02-05,10,3,308600,교육,해외결제,Web,해외,0,0,0,0.117,4.3,승인,0
T000681,U0106,2026-01-21 19:44:00,2026-01-21,19,2,948200,대출상환,간편결제,iOS,서울,0,0,0,0.256,17.8,승인,0
T000682,U0065,2026-01-23 20:53:00,2026-01-23,20,4,59900,교육,체크카드,ATM,대전,0,0,0,0.035,7.4,추가인증,0
T000683,U0212,2026-05-11 19:44:00,2026-05-11,19,0,61800,병원,체크카드,Web,광주,0,0,5,0.031,29.2,거절,0
T000684,U0065,2026-01-13 12:34:00,2026-01-13,12,1,854700,대출상환,해외결제,Web,부산,0,0,1,0.187,15.9,승인,0
T000685,U0232,2026-05-04 18:09:00,2026-05-04,18,0,519000,대출상환,계좌이체,Android,대구,0,0,0,0.062,13.4,승인,0
T000686,U0339,2026-02-27 14:07:00,2026-02-27,14,4,880100,송금,간편결제,Android,서울,0,0,0,0.162,8.8,승인,0
T000687,U0021,2026-05-13 05:14:00,2026-05-13,5,2,91300,교통,체크카드,iOS,대전,1,0,1,0.321,49.6,승인,0
T000688,U0240,2026-05-02 13:53:00,2026-05-02,13,5,30800,온라인쇼핑,해외결제,ATM,해외,0,0,0,0.278,14.6,승인,0
T000689,U0194,2026-02-08 19:47:00,2026-02-08,19,6,46200,구독,체크카드,iOS,대전,0,0,0,0.388,14.9,승인,0
T000690,U0141,2026-05-21 14:31:00,2026-05-21,14,3,1623800,송금,신용카드,ATM,대전,0,0,0,0.189,31.6,승인,0
T000691,U0147,2026-01-26 10:25:00,2026-01-26,10,0,42600,카페,체크카드,ATM,광주,0,0,0,0.24,9.1,거절,0
T000692,U0167,2026-05-10 09:18:00,2026-05-10,9,6,177100,대출상환,신용카드,Android,서울,0,0,2,0.314,16.9,승인,0
T000693,U0273,2026-04-13 15:18:00,2026-04-13,15,0,346200,투자,체크카드,Android,해외,0,0,0,0.276,13.4,승인,0
T000694,U0003,2026-02-08 08:32:00,2026-02-08,8,6,72700,온라인쇼핑,신용카드,iOS,대구,1,0,2,0.312,34.4,승인,0
T000695,U0118,2026-02-19 10:52:00,2026-02-19,10,3,563400,송금,간편결제,Android,서울,1,0,0,0.123,28.4,승인,0
T000696,U0100,2026-03-22 13:52:00,2026-03-22,13,6,80800,구독,신용카드,Web,광주,0,0,0,0.066,10.9,승인,0
T000697,U0165,2026-05-02 10:17:00,2026-05-02,10,5,32800,편의점,계좌이체,Web,대구,0,0,1,0.289,21.0,추가인증,0
T000698,U0332,2026-05-03 19:21:00,2026-05-03,19,6,193800,대출상환,신용카드,iOS,경기,0,0,2,0.252,12.7,승인,0
T000699,U0249,2026-01-20 21:02:00,2026-01-20,21,1,479900,투자,체크카드,iOS,광주,0,0,0,0.104,7.9,승인,0
T000700,U0138,2026-03-09 19:46:00,2026-03-09,19,0,641900,해외결제,계좌이체,iOS,해외,0,1,0,0.519,48.3,승인,0
T000701,U0397,2026-03-28 19:04:00,2026-03-28,19,5,400800,해외결제,계좌이체,Android,해외,0,1,0,0.815,55.5,추가인증,0
T000702,U0214,2026-04-04 15:35:00,2026-04-04,15,5,230400,해외결제,계좌이체,ATM,해외,0,1,1,0.563,52.9,승인,0
T000703,U0253,2026-02-10 19:02:00,2026-02-10,19,1,64800,온라인쇼핑,간편결제,Web,부산,0,0,0,0.208,15.1,승인,0
T000704,U0049,2026-05-10 08:52:00,2026-05-10,8,6,209000,투자,신용카드,Android,서울,1,0,1,0.17,33.8,승인,0
T000705,U0377,2026-04-22 19:51:00,2026-04-22,19,2,542700,투자,간편결제,Web,광주,0,0,0,0.34,17.0,승인,0
T000706,U0180,2026-05-18 17:55:00,2026-05-18,17,0,37900,교통,간편결제,ATM,부산,0,0,0,0.228,13.8,추가인증,0
T000707,U0258,2026-01-09 03:49:00,2026-01-09,3,4,453500,온라인쇼핑,신용카드,iOS,해외,0,0,4,0.051,37.4,승인,0
T000708,U0021,2026-03-16 18:49:00,2026-03-16,18,0,48500,교육,간편결제,iOS,광주,0,0,0,0.281,12.4,승인,0
T000709,U0322,2026-01-03 10:26:00,2026-01-03,10,5,40900,교통,해외결제,Web,해외,0,0,0,0.17,7.8,승인,0
T000710,U0202,2026-04-01 22:32:00,2026-04-01,22,2,328100,대출상환,체크카드,iOS,대전,1,0,0,0.137,32.8,승인,0
T000711,U0029,2026-04-25 11:08:00,2026-04-25,11,5,28900,교육,신용카드,Android,광주,0,0,2,0.212,11.4,승인,0
T000712,U0114,2026-04-14 17:26:00,2026-04-14,17,1,109400,구독,신용카드,ATM,경기,0,0,0,0.212,18.6,승인,0
T000713,U0115,2026-03-30 00:17:00,2026-03-30,0,0,34700,카페,신용카드,ATM,해외,0,1,1,0.176,49.5,승인,0
T000714,U0213,2026-04-01 18:57:00,2026-04-01,18,2,87200,대출상환,체크카드,Android,부산,0,0,0,0.214,8.3,승인,0
T000715,U0190,2026-02-28 10:51:00,2026-02-28,10,5,80500,병원,간편결제,ATM,대구,0,0,0,0.039,10.6,승인,0
T000716,U0100,2026-01-17 16:17:00,2026-01-17,16,5,65000,구독,체크카드,iOS,광주,0,0,0,0.431,24.1,승인,0
T000717,U0326,2026-03-31 06:45:00,2026-03-31,6,1,152000,편의점,해외결제,iOS,대전,0,0,2,0.119,11.5,승인,0
T000718,U0114,2026-03-04 08:05:00,2026-03-04,8,2,1481100,투자,해외결제,iOS,서울,0,0,0,0.103,3.9,승인,0
T000719,U0260,2026-04-27 13:43:00,2026-04-27,13,0,136600,투자,해외결제,Web,부산,0,0,0,0.146,10.2,승인,0
T000720,U0299,2026-04-09 16:00:00,2026-04-09,16,3,263900,송금,계좌이체,Android,대전,0,0,0,0.088,13.9,승인,0
T000721,U0392,2026-05-09 08:35:00,2026-05-09,8,5,264300,송금,신용카드,ATM,대구,1,0,0,0.22,36.1,승인,0
T000722,U0116,2026-05-02 12:03:00,2026-05-02,12,5,45700,교통,체크카드,Web,광주,0,0,0,0.261,20.7,승인,0
T000723,U0386,2026-03-17 18:28:00,2026-03-17,18,1,687600,대출상환,간편결제,Web,경기,0,0,0,0.452,18.7,승인,0
T000724,U0307,2026-05-24 13:25:00,2026-05-24,13,6,1203300,대출상환,신용카드,iOS,대구,1,0,0,0.325,36.2,승인,0
T000725,U0343,2026-01-11 17:24:00,2026-01-11,17,6,188700,대출상환,신용카드,Web,광주,0,0,1,0.317,14.6,승인,0
T000726,U0312,2026-04-04 19:02:00,2026-04-04,19,5,233700,교육,신용카드,iOS,대구,0,0,1,0.041,7.1,승인,0
T000727,U0058,2026-01-25 18:41:00,2026-01-25,18,6,9800,교통,신용카드,Web,해외,0,1,2,0.027,32.7,승인,0
