login_id,user_id,login_time,ip_addr,device_id,os_version,country,login_success,is_attack_ip,is_account_takeover
L000934,U0046,2026-01-17 16:29:00,121.211.200.110,DEV-0046-0,iOS 17.4,KR,1,0,0
L000935,U0330,2026-01-17 18:06:00,211.252.120.102,DEV-0330-0,Android 13,KR,1,0,0
L000936,U0217,2026-01-17 18:17:00,121.146.18.104,DEV-0217-0,macOS 14,KR,1,0,0
L000937,U0303,2026-01-17 18:26:00,121.139.249.236,DEV-0303-0,Android 14,KR,1,0,0
L000938,U0186,2026-01-17 18:34:00,211.189.250.1,DEV-0186-0,Android 14,KR,1,0,0
L000939,U0163,2026-01-17 18:37:00,211.59.15.230,DEV-0163-0,iOS 16.6,KR,1,0,0
L000940,U0240,2026-01-17 18:49:00,211.21.168.227,DEV-0240-0,Android 13,KR,1,0,0
L000941,U0312,2026-01-17 19:54:00,211.118.93.113,DEV-0312-new,Android 13,KR,1,0,0
L000942,U0298,2026-01-17 20:52:00,211.152.102.5,DEV-0298-0,macOS 14,KR,1,0,0
L000943,U0058,2026-01-17 21:29:00,211.218.209.102,DEV-0058-0,iOS 17.4,KR,1,0,0
L000944,U0103,2026-01-17 21:56:00,121.231.194.102,DEV-0103-0,macOS 14,KR,1,0,0
L000945,U0228,2026-01-17 21:58:00,211.16.228.12,DEV-0228-0,macOS 14,해외,1,0,0
L000946,U0275,2026-01-17 22:16:00,45.218.18.64,BOT-9138,Android 13,해외,0,1,0
L000947,U0159,2026-01-17 22:22:00,121.92.156.115,DEV-0159-0,iOS 16.6,KR,1,0,0
L000948,U0232,2026-01-17 22:24:00,211.150.40.163,DEV-0232-1,Windows 11,KR,1,0,0
L000949,U0262,2026-01-17 22:26:00,211.19.21.216,DEV-0262-0,iOS 16.6,KR,1,0,0
L000950,U0341,2026-01-17 23:00:00,211.112.41.87,DEV-0341-0,Windows 11,KR,1,0,0
L000951,U0275,2026-01-17 23:30:00,45.218.18.64,BOT-2995,Android 14,해외,0,1,0
L000952,U0241,2026-01-17 23:41:00,121.122.6.3,DEV-0241-1,iOS 16.6,KR,1,0,0
L000953,U0383,2026-01-18 00:07:00,211.230.50.152,DEV-0383-0,iOS 16.6,KR,1,0,0
L000954,U0216,2026-01-18 00:27:00,211.200.0.200,DEV-0216-0,Android 13,KR,1,0,0
L000955,U0347,2026-01-18 05:39:00,121.153.14.30,DEV-0347-0,iOS 16.6,KR,1,0,0
L000956,U0295,2026-01-18 06:22:00,121.85.48.66,DEV-0295-0,iOS 16.6,KR,1,0,0
L000957,U0174,2026-01-18 06:56:00,211.183.43.51,DEV-0174-0,iOS 17.4,KR,1,0,0
L000958,U0215,2026-01-18 07:08:00,45.77.85.74,BOT-5718,iOS 16.6,해외,0,1,0
L000959,U0104,2026-01-18 07:19:00,211.80.179.35,DEV-0104-0,macOS 14,KR,1,0,0
L000960,U0272,2026-01-18 07:22:00,211.120.72.51,DEV-0272-0,Android 14,KR,1,0,0
L000961,U0291,2026-01-18 07:55:00,211.117.136.205,DEV-0291-new,Windows 11,KR,1,0,0
L000962,U0050,2026-01-18 08:31:00,211.49.119.55,DEV-0050-0,Android 13,KR,1,0,0
L000963,U0388,2026-01-18 09:24:00,211.30.142.117,DEV-0388-0,iOS 16.6,KR,1,0,0
L000964,U0379,2026-01-18 10:27:00,211.140.81.85,DEV-0379-0,Android 14,KR,1,0,0
L000965,U0226,2026-01-18 10:34:00,211.108.129.76,DEV-0226-1,Windows 11,KR,1,0,0
L000966,U0168,2026-01-18 10:39:00,211.30.41.140,DEV-0168-0,Android 13,KR,1,0,0
L000967,U0068,2026-01-18 11:22:00,121.178.133.152,DEV-0068-0,iOS 16.6,KR,1,0,0
L000968,U0371,2026-01-18 12:01:00,211.102.255.200,DEV-0371-new,iOS 16.6,KR,1,0,0
L000969,U0098,2026-01-18 12:14:00,211.219.115.78,DEV-0098-0,Android 13,KR,1,0,0
L000970,U0322,2026-01-18 12:19:00,211.3.91.35,DEV-0322-0,macOS 14,KR,1,0,0
L000971,U0347,2026-01-18 12:51:00,211.100.33.249,DEV-0347-0,iOS 16.6,KR,1,0,0
L000972,U0215,2026-01-18 12:52:00,45.77.85.74,BOT-8705,Android 14,해외,0,1,0
L000973,U0060,2026-01-18 13:06:00,211.135.90.130,DEV-0060-0,Android 14,KR,1,0,0
L000974,U0070,2026-01-18 13:27:00,211.196.42.38,DEV-0070-new,iOS 16.6,KR,1,0,0
L000975,U0099,2026-01-18 13:30:00,121.96.168.19,DEV-0099-0,Android 14,KR,1,0,0
L000976,U0142,2026-01-18 13:59:00,211.84.199.241,DEV-0142-1,macOS 14,KR,1,0,0
L000977,U0139,2026-01-18 14:11:00,121.122.6.3,DEV-0139-0,Windows 11,KR,1,0,0
L000978,U0230,2026-01-18 14:18:00,211.244.82.139,DEV-0230-1,iOS 17.4,KR,1,0,0
L000979,U0075,2026-01-18 14:34:00,121.30.133.147,DEV-0075-0,iOS 16.6,KR,1,0,0
L000980,U0099,2026-01-18 15:08:00,211.27.234.13,DEV-0099-1,iOS 16.6,KR,1,0,0
L000981,U0007,2026-01-18 15:58:00,45.183.229.198,BOT-6274,Android 13,해외,0,1,0
L000982,U0337,2026-01-18 16:18:00,211.159.16.186,DEV-0337-new,Windows 11,KR,1,0,0
L000983,U0391,2026-01-18 16:34:00,121.200.122.73,DEV-0391-1,iOS 17.4,KR,1,0,0
L000984,U0298,2026-01-18 16:59:00,121.85.48.66,DEV-0298-0,macOS 14,KR,1,0,0
L000985,U0378,2026-01-18 17:02:00,121.153.14.30,DEV-0378-0,Android 13,KR,1,0,0
L000986,U0395,2026-01-18 17:04:00,45.218.18.64,BOT-4847,iOS 16.6,해외,0,1,0
L000987,U0355,2026-01-18 17:15:00,211.174.124.120,DEV-0355-0,macOS 14,KR,1,0,0
L000988,U0301,2026-01-18 18:11:00,211.175.255.163,DEV-0301-0,Windows 11,KR,0,0,0
L000989,U0232,2026-01-18 18:23:00,45.183.229.198,BOT-6501,macOS 14,해외,0,1,0
L000990,U0207,2026-01-18 18:24:00,45.77.85.74,BOT-1169,Windows 11,해외,0,1,0
L000991,U0133,2026-01-18 18:35:00,211.70.15.38,DEV-0133-0,Android 13,KR,1,0,0
L000992,U0190,2026-01-18 18:40:00,211.180.145.146,DEV-0190-0,iOS 16.6,KR,1,0,0
L000993,U0016,2026-01-18 18:43:00,121.172.48.189,DEV-0016-0,iOS 16.6,KR,1,0,0
L000994,U0098,2026-01-18 19:22:00,211.219.115.78,DEV-0098-0,Android 13,KR,1,0,0
L000995,U0318,2026-01-18 19:23:00,211.167.107.32,DEV-0318-0,Android 13,KR,1,0,0
L000996,U0060,2026-01-18 20:24:00,121.56.200.100,DEV-0060-0,Android 14,KR,1,0,0
L000997,U0200,2026-01-18 20:38:00,121.211.200.110,DEV-0200-0,iOS 16.6,KR,1,0,0
L000998,U0367,2026-01-18 20:52:00,121.96.168.19,DEV-0367-0,iOS 16.6,KR,1,0,0
L000999,U0062,2026-01-18 21:04:00,211.103.127.45,DEV-0062-0,Windows 11,KR,1,0,0
L001000,U0076,2026-01-18 21:14:00,121.34.88.241,DEV-0076-0,Windows 11,KR,1,0,0
L001001,U0023,2026-01-18 21:49:00,211.11.163.75,DEV-0023-new,iOS 16.6,KR,1,0,0
L001002,U0007,2026-01-18 21:55:00,45.183.229.198,BOT-5281,iOS 17.4,해외,0,1,0
L001003,U0093,2026-01-18 23:07:00,211.151.197.13,DEV-0093-0,macOS 14,KR,1,0,0
L001004,U0390,2026-01-18 23:16:00,211.85.99.76,DEV-0390-0,macOS 14,KR,1,0,0
L001005,U0320,2026-01-18 23:25:00,121.34.88.241,DEV-0320-1,macOS 14,KR,1,0,0
L001006,U0207,2026-01-19 00:09:00,211.92.54.234,DEV-0207-0,iOS 16.6,KR,1,0,0
L001007,U0312,2026-01-19 00:55:00,211.118.93.113,DEV-0312-0,macOS 14,KR,1,0,0
L001008,U0207,2026-01-19 02:13:00,45.77.85.74,BOT-1179,Android 14,해외,0,1,0
L001009,U0392,2026-01-19 02:34:00,211.210.109.5,DEV-0392-0,iOS 16.6,KR,1,0,0
L001010,U0183,2026-01-19 02:40:00,45.55.150.3,BOT-7483,Windows 11,해외,0,1,0
L001011,U0275,2026-01-19 05:57:00,45.218.18.64,BOT-3925,macOS 14,해외,0,1,0
L001012,U0078,2026-01-19 06:04:00,211.134.218.99,DEV-0078-1,Android 13,KR,1,0,0
L001013,U0395,2026-01-19 06:26:00,45.218.18.64,BOT-2636,Android 14,해외,0,1,0
L001014,U0167,2026-01-19 06:56:00,211.247.91.194,DEV-0167-0,Android 14,KR,1,0,0
L001015,U0332,2026-01-19 07:30:00,211.47.28.208,DEV-0332-0,iOS 17.4,KR,1,0,0
L001016,U0070,2026-01-19 07:50:00,211.196.42.38,DEV-0070-0,macOS 14,KR,1,0,0
L001017,U0378,2026-01-19 08:04:00,45.183.229.198,BOT-7207,macOS 14,해외,0,1,0
L001018,U0200,2026-01-19 08:14:00,45.71.2.32,BOT-6826,Android 13,해외,0,1,0
L001019,U0374,2026-01-19 09:00:00,45.55.150.3,BOT-2071,Android 13,해외,0,1,0
L001020,U0249,2026-01-19 10:26:00,211.22.128.41,DEV-0249-0,Android 13,KR,1,0,0
L001021,U0177,2026-01-19 10:46:00,121.122.6.3,DEV-0177-0,Windows 11,KR,1,0,0
L001022,U0108,2026-01-19 11:25:00,211.95.62.16,DEV-0108-0,iOS 17.4,KR,1,0,0
L001023,U0207,2026-01-19 11:47:00,45.77.85.74,BOT-3141,Android 13,해외,0,1,0
L001024,U0374,2026-01-19 11:49:00,45.55.150.3,BOT-2498,iOS 17.4,해외,0,1,0
L001025,U0305,2026-01-19 12:20:00,211.215.152.163,DEV-0305-1,Android 13,KR,1,0,0
L001026,U0024,2026-01-19 12:31:00,45.46.194.130,BOT-9260,Android 13,해외,0,1,0
L001027,U0247,2026-01-19 12:50:00,211.50.212.87,DEV-0247-0,Windows 11,KR,1,0,0
L001028,U0378,2026-01-19 13:03:00,45.183.229.198,BOT-5581,Windows 11,해외,0,1,0
L001029,U0243,2026-01-19 13:20:00,211.64.0.21,DEV-0243-1,Android 13,KR,1,0,0
L001030,U0368,2026-01-19 13:24:00,211.63.43.145,DEV-0368-0,Android 14,KR,1,0,0
L001031,U0183,2026-01-19 14:29:00,45.55.150.3,BOT-3825,Android 13,해외,0,1,0
L001032,U0200,2026-01-19 14:54:00,45.71.2.32,BOT-4575,iOS 16.6,해외,0,1,0
L001033,U0020,2026-01-19 14:54:00,211.9.97.34,DEV-0020-0,Windows 11,KR,1,0,0
L001034,U0010,2026-01-19 15:04:00,211.91.166.133,DEV-0010-1,Android 13,KR,1,0,0
L001035,U0322,2026-01-19 15:06:00,121.161.211.13,DEV-0322-0,macOS 14,KR,1,0,0
L001036,U0134,2026-01-19 15:13:00,121.89.108.72,DEV-0134-0,iOS 16.6,KR,1,0,0
L001037,U0299,2026-01-19 15:27:00,211.62.57.158,DEV-0299-0,Windows 11,KR,1,0,0
L001038,U0350,2026-01-19 15:44:00,121.122.6.3,DEV-0350-0,iOS 16.6,KR,1,0,0
L001039,U0022,2026-01-19 16:25:00,211.66.55.207,DEV-0022-0,iOS 17.4,KR,1,0,0
L001040,U0145,2026-01-19 16:41:00,211.3.56.105,DEV-0145-0,Android 14,KR,1,0,0
L001041,U0364,2026-01-19 16:45:00,211.221.125.101,DEV-0364-0,Android 13,KR,1,0,0
L001042,U0093,2026-01-19 16:48:00,211.151.197.13,DEV-0093-0,macOS 14,KR,1,0,0
L001043,U0175,2026-01-19 16:51:00,45.206.112.39,BOT-4048,Android 13,해외,0,1,0
L001044,U0157,2026-01-19 16:53:00,45.206.112.39,BOT-9401,Android 14,해외,0,1,0
L001045,U0166,2026-01-19 18:05:00,211.95.36.22,DEV-0166-new,macOS 14,KR,1,0,0
L001046,U0158,2026-01-19 18:54:00,211.106.140.132,DEV-0158-new,iOS 17.4,KR,1,0,0
L001047,U0313,2026-01-19 18:58:00,211.163.25.46,DEV-0313-new,iOS 16.6,KR,1,0,0
L001048,U0198,2026-01-19 19:03:00,211.9.39.161,DEV-0198-new,iOS 17.4,KR,1,0,0
L001049,U0182,2026-01-19 19:13:00,211.85.220.169,DEV-0182-0,Windows 11,KR,1,0,0
L001050,U0021,2026-01-19 19:38:00,211.53.124.211,DEV-0021-0,Android 14,KR,1,0,0
L001051,U0110,2026-01-19 20:47:00,211.95.87.58,DEV-0110-0,macOS 14,KR,1,0,0
L001052,U0093,2026-01-19 20:49:00,211.151.197.13,DEV-0093-0,macOS 14,KR,1,0,0
L001053,U0115,2026-01-19 21:31:00,211.38.76.87,DEV-0115-0,Android 14,KR,1,0,0
L001054,U0145,2026-01-19 22:01:00,211.3.56.105,DEV-0145-0,Android 14,KR,1,0,0
L001055,U0309,2026-01-19 22:03:00,211.51.40.105,DEV-0309-0,iOS 17.4,KR,1,0,0
L001056,U0180,2026-01-19 22:17:00,211.150.80.70,DEV-0180-0,iOS 17.4,KR,1,0,0
L001057,U0132,2026-01-19 22:21:00,211.130.183.135,DEV-0132-new,iOS 17.4,KR,1,0,0
L001058,U0307,2026-01-19 22:37:00,121.92.156.115,DEV-0307-0,Windows 11,KR,1,0,0
L001059,U0037,2026-01-19 22:39:00,121.112.48.180,DEV-0037-0,Android 14,KR,1,0,0
L001060,U0186,2026-01-19 22:50:00,211.189.250.1,DEV-0186-1,Windows 11,KR,1,0,0
L001061,U0036,2026-01-19 23:08:00,121.172.48.189,DEV-0036-0,iOS 16.6,KR,1,0,0
L001062,U0361,2026-01-19 23:27:00,211.31.144.135,DEV-0361-0,iOS 16.6,KR,1,0,0
L001063,U0168,2026-01-19 23:56:00,211.30.41.140,DEV-0168-0,Android 13,해외,1,0,0
L001064,U0200,2026-01-20 00:20:00,45.71.2.32,BOT-2537,iOS 17.4,해외,0,1,0
L001065,U0245,2026-01-20 00:47:00,211.186.218.239,DEV-0245-0,macOS 14,KR,1,0,0
L001066,U0374,2026-01-20 01:06:00,45.55.150.3,BOT-7670,iOS 17.4,해외,0,1,0
L001067,U0046,2026-01-20 01:24:00,121.211.200.110,DEV-0046-1,macOS 14,KR,1,0,0
L001068,U0311,2026-01-20 03:47:00,45.15.51.188,BOT-4933,Android 14,해외,0,1,0
L001069,U0311,2026-01-20 05:15:00,45.15.51.188,BOT-5422,iOS 16.6,해외,0,1,0
L001070,U0316,2026-01-20 06:02:00,45.183.229.198,BOT-5366,macOS 14,해외,0,1,0
L001071,U0331,2026-01-20 06:42:00,211.132.42.176,DEV-0331-0,Android 13,KR,1,0,0
L001072,U0026,2026-01-20 07:20:00,211.16.19.53,DEV-0026-0,Windows 11,KR,1,0,0
L001073,U0130,2026-01-20 07:34:00,211.86.189.43,DEV-0130-0,iOS 17.4,KR,1,0,0
L001074,U0306,2026-01-20 07:36:00,121.153.29.179,DEV-0306-0,Windows 11,KR,1,0,0
L001075,U0072,2026-01-20 07:41:00,211.68.242.78,DEV-0072-0,Windows 11,KR,1,0,0
L001076,U0064,2026-01-20 08:05:00,211.6.212.190,DEV-0064-0,Windows 11,KR,1,0,0
L001077,U0114,2026-01-20 08:12:00,211.155.47.128,DEV-0114-0,Windows 11,KR,1,0,0
L001078,U0004,2026-01-20 08:28:00,211.104.190.195,DEV-0004-0,iOS 17.4,KR,1,0,0
L001079,U0078,2026-01-20 09:07:00,211.134.218.99,DEV-0078-0,Android 14,KR,1,0,0
L001080,U0233,2026-01-20 09:08:00,211.245.251.12,DEV-0233-0,iOS 16.6,KR,1,0,0
L001081,U0181,2026-01-20 09:14:00,45.71.2.32,BOT-8186,Windows 11,해외,0,1,0
L001082,U0220,2026-01-20 09:20:00,211.23.125.254,DEV-0220-1,Windows 11,KR,1,0,0
L001083,U0242,2026-01-20 09:42:00,121.31.185.2,DEV-0242-0,iOS 17.4,KR,1,0,0
L001084,U0232,2026-01-20 09:53:00,45.183.229.198,BOT-5880,Android 13,해외,0,1,0
L001085,U0320,2026-01-20 09:57:00,211.220.195.102,DEV-0320-0,iOS 16.6,KR,1,0,0
L001086,U0299,2026-01-20 10:03:00,211.62.57.158,DEV-0299-0,Windows 11,KR,1,0,0
L001087,U0354,2026-01-20 10:10:00,45.15.51.188,BOT-7330,Android 13,해외,0,1,0
L001088,U0022,2026-01-20 10:16:00,211.66.55.207,DEV-0022-new,iOS 17.4,KR,1,0,0
L001089,U0108,2026-01-20 10:45:00,211.95.62.16,DEV-0108-0,iOS 17.4,KR,1,0,0
L001090,U0312,2026-01-20 11:22:00,211.118.93.113,DEV-0312-0,macOS 14,KR,1,0,0
L001091,U0311,2026-01-20 11:33:00,45.15.51.188,BOT-3925,Android 13,해외,0,1,0
L001092,U0224,2026-01-20 12:07:00,211.26.107.148,DEV-0224-0,Android 13,KR,1,0,0
L001093,U0322,2026-01-20 12:21:00,211.3.91.35,DEV-0322-0,macOS 14,KR,1,0,0
L001094,U0069,2026-01-20 12:50:00,211.230.200.52,DEV-0069-0,iOS 17.4,KR,1,0,0
L001095,U0175,2026-01-20 12:55:00,45.206.112.39,BOT-9479,Android 14,해외,0,1,0
L001096,U0070,2026-01-20 12:59:00,211.196.42.38,DEV-0070-0,macOS 14,KR,1,0,0
L001097,U0237,2026-01-20 13:02:00,121.200.122.73,DEV-0237-0,iOS 17.4,KR,1,0,0
L001098,U0340,2026-01-20 13:27:00,45.55.150.3,BOT-3409,macOS 14,해외,0,1,0
L001099,U0195,2026-01-20 13:37:00,211.240.215.210,DEV-0195-0,iOS 16.6,KR,1,0,0
L001100,U0261,2026-01-20 13:40:00,211.246.193.195,DEV-0261-0,macOS 14,KR,1,0,0
L001101,U0066,2026-01-20 13:41:00,211.239.165.251,DEV-0066-0,macOS 14,KR,1,0,0
L001102,U0354,2026-01-20 13:47:00,45.15.51.188,BOT-1603,Android 14,해외,0,1,0
L001103,U0142,2026-01-20 13:58:00,211.84.199.241,DEV-0142-1,macOS 14,KR,1,0,0
L001104,U0102,2026-01-20 14:16:00,211.89.219.82,DEV-0102-0,macOS 14,KR,1,0,0
L001105,U0181,2026-01-20 14:27:00,211.232.124.109,DEV-0181-0,Android 13,KR,1,0,0
L001106,U0024,2026-01-20 15:02:00,45.46.194.130,BOT-4261,Windows 11,해외,0,1,0
L001107,U0159,2026-01-20 15:11:00,211.139.8.212,DEV-0159-1,Android 13,KR,1,0,0
L001108,U0133,2026-01-20 15:18:00,121.56.200.100,DEV-0133-0,Android 13,KR,1,0,0
L001109,U0208,2026-01-20 15:33:00,211.120.147.98,DEV-0208-0,Windows 11,KR,1,0,0
L001110,U0121,2026-01-20 15:45:00,211.39.246.179,DEV-0121-new,Windows 11,KR,1,0,0
L001111,U0354,2026-01-20 16:12:00,45.15.51.188,BOT-3898,Android 13,해외,0,1,0
L001112,U0218,2026-01-20 16:25:00,211.30.105.109,DEV-0218-0,Android 14,KR,1,0,0
L001113,U0168,2026-01-20 16:50:00,121.211.200.110,DEV-0168-0,Android 13,해외,1,0,0
L001114,U0307,2026-01-20 16:56:00,211.24.110.230,DEV-0307-0,Windows 11,KR,1,0,0
L001115,U0168,2026-01-20 17:15:00,211.30.41.140,DEV-0168-0,Android 13,해외,1,0,0
L001116,U0212,2026-01-20 17:21:00,211.40.14.248,DEV-0212-0,Android 13,KR,1,0,0
L001117,U0186,2026-01-20 17:47:00,121.211.200.110,DEV-0186-0,Android 14,KR,1,0,0
L001118,U0208,2026-01-20 18:15:00,211.120.147.98,DEV-0208-0,Windows 11,KR,1,0,0
L001119,U0036,2026-01-20 18:20:00,211.52.227.102,DEV-0036-0,iOS 16.6,KR,1,0,0
L001120,U0175,2026-01-20 18:20:00,211.9.73.7,DEV-0175-0,Android 14,KR,1,0,0
L001121,U0201,2026-01-20 18:21:00,211.130.246.62,DEV-0201-0,iOS 16.6,KR,1,0,0
L001122,U0230,2026-01-20 18:24:00,45.15.51.188,BOT-1300,iOS 16.6,해외,0,1,0
L001123,U0212,2026-01-20 18:36:00,121.178.133.152,DEV-0212-0,Android 13,KR,1,0,0
L001124,U0247,2026-01-20 18:37:00,211.50.212.87,DEV-0247-new,Windows 11,KR,1,0,0
L001125,U0225,2026-01-20 19:38:00,45.46.194.130,BOT-1172,Android 13,해외,0,1,0
L001126,U0225,2026-01-20 19:59:00,45.46.194.130,BOT-9282,Android 14,해외,0,1,0
L001127,U0003,2026-01-20 21:10:00,121.96.168.19,DEV-0003-0,iOS 16.6,KR,1,0,0
L001128,U0086,2026-01-20 21:15:00,211.203.56.56,DEV-0086-0,macOS 14,KR,1,0,0
L001129,U0175,2026-01-20 21:36:00,45.206.112.39,BOT-2395,Android 13,해외,0,1,0
L001130,U0032,2026-01-20 23:16:00,211.27.9.44,DEV-0032-0,macOS 14,KR,1,0,0
L001131,U0398,2026-01-20 23:17:00,211.140.241.249,DEV-0398-0,Android 13,KR,1,0,0
L001132,U0165,2026-01-20 23:37:00,211.142.114.119,DEV-0165-0,Android 13,KR,1,0,0
L001133,U0024,2026-01-21 00:03:00,45.46.194.130,BOT-4965,Android 14,해외,0,1,0
L001134,U0332,2026-01-21 00:24:00,121.34.88.241,DEV-0332-0,iOS 17.4,KR,1,0,0
L001135,U0181,2026-01-21 01:21:00,45.71.2.32,BOT-8443,Android 14,해외,0,1,0
L001136,U0022,2026-01-21 02:47:00,211.66.55.207,DEV-0022-0,iOS 17.4,KR,1,0,0
L001137,U0217,2026-01-21 03:50:00,45.204.251.172,BOT-7572,macOS 14,해외,0,1,0
L001138,U0207,2026-01-21 04:01:00,211.92.54.234,DEV-0207-0,iOS 16.6,KR,1,0,0
L001139,U0212,2026-01-21 04:33:00,45.46.194.130,BOT-3100,macOS 14,해외,0,1,0
L001140,U0298,2026-01-21 06:47:00,211.152.102.5,DEV-0298-0,macOS 14,KR,1,0,0
L001141,U0272,2026-01-21 07:46:00,211.120.72.51,DEV-0272-0,Android 14,KR,1,0,0
L001142,U0166,2026-01-21 07:48:00,211.95.36.22,DEV-0166-0,iOS 17.4,KR,1,0,0
L001143,U0217,2026-01-21 07:57:00,211.247.100.59,DEV-0217-0,macOS 14,KR,1,0,0
L001144,U0181,2026-01-21 08:11:00,121.200.122.73,DEV-0181-0,Android 13,KR,1,0,0
L001145,U0388,2026-01-21 08:42:00,211.30.142.117,DEV-0388-0,iOS 16.6,KR,1,0,0
L001146,U0286,2026-01-21 08:43:00,211.46.100.75,DEV-0286-0,iOS 17.4,KR,1,0,0
L001147,U0013,2026-01-21 08:48:00,211.221.114.144,DEV-0013-0,macOS 14,KR,1,0,0
L001148,U0145,2026-01-21 09:04:00,211.3.56.105,DEV-0145-0,Android 14,KR,1,0,0
L001149,U0132,2026-01-21 09:07:00,211.130.183.135,DEV-0132-0,Android 13,KR,1,0,0
L001150,U0396,2026-01-21 09:28:00,211.132.141.160,DEV-0396-0,Android 13,KR,1,0,0
L001151,U0262,2026-01-21 09:53:00,211.19.21.216,DEV-0262-0,iOS 16.6,KR,1,0,0
L001152,U0060,2026-01-21 10:15:00,211.135.90.130,DEV-0060-0,Android 14,KR,1,0,0
L001153,U0290,2026-01-21 10:30:00,121.172.48.189,DEV-0290-0,iOS 17.4,KR,1,0,0
L001154,U0305,2026-01-21 10:55:00,121.139.249.236,DEV-0305-0,Windows 11,KR,1,0,0
L001155,U0008,2026-01-21 11:25:00,211.44.47.37,DEV-0008-0,Windows 11,KR,1,0,0
L001156,U0216,2026-01-21 11:39:00,211.200.0.200,DEV-0216-1,macOS 14,KR,1,0,0
L001157,U0033,2026-01-21 12:05:00,211.106.41.104,DEV-0033-0,macOS 14,KR,1,0,0
L001158,U0319,2026-01-21 13:03:00,211.146.113.80,DEV-0319-0,iOS 16.6,KR,1,0,0
L001159,U0253,2026-01-21 13:24:00,211.128.169.30,DEV-0253-1,iOS 16.6,KR,1,0,0
L001160,U0390,2026-01-21 13:28:00,211.85.99.76,DEV-0390-0,macOS 14,KR,1,0,0
L001161,U0241,2026-01-21 13:42:00,121.122.6.3,DEV-0241-1,iOS 16.6,KR,1,0,0
L001162,U0002,2026-01-21 14:25:00,121.85.48.66,DEV-0002-0,Android 14,KR,1,0,0
L001163,U0237,2026-01-21 14:46:00,211.254.150.223,DEV-0237-0,iOS 17.4,KR,1,0,0
L001164,U0323,2026-01-21 14:56:00,211.226.100.39,DEV-0323-0,macOS 14,KR,1,0,0
L001165,U0337,2026-01-21 15:22:00,211.159.16.186,DEV-0337-0,Windows 11,KR,1,0,0
L001166,U0393,2026-01-21 16:14:00,211.32.253.25,DEV-0393-0,Android 14,KR,1,0,0
L001167,U0381,2026-01-21 16:52:00,121.200.122.73,DEV-0381-0,Windows 11,KR,1,0,0
L001168,U0187,2026-01-21 17:38:00,211.62.206.175,DEV-0187-new,Android 14,KR,1,0,0
L001169,U0372,2026-01-21 17:40:00,211.22.253.159,DEV-0372-0,Android 14,KR,1,0,0
L001170,U0217,2026-01-21 17:46:00,45.204.251.172,BOT-3155,iOS 17.4,해외,0,1,0
L001171,U0361,2026-01-21 18:02:00,211.31.144.135,DEV-0361-0,iOS 16.6,KR,1,0,0
L001172,U0223,2026-01-21 18:32:00,211.8.17.243,DEV-0223-new,Android 13,KR,1,0,0
L001173,U0197,2026-01-21 18:42:00,211.94.143.130,DEV-0197-0,iOS 16.6,KR,1,0,0
L001174,U0382,2026-01-21 19:48:00,121.98.109.53,DEV-0382-0,Android 14,KR,1,0,0
L001175,U0338,2026-01-21 19:52:00,211.31.12.155,DEV-0338-0,iOS 16.6,KR,1,0,0
L001176,U0140,2026-01-21 20:07:00,121.178.133.152,DEV-0140-0,macOS 14,KR,0,0,0
L001177,U0110,2026-01-21 20:13:00,211.95.87.58,DEV-0110-0,macOS 14,KR,1,0,0
L001178,U0299,2026-01-21 21:01:00,211.62.57.158,DEV-0299-0,Windows 11,KR,1,0,0
L001179,U0305,2026-01-21 21:01:00,211.215.152.163,DEV-0305-0,Windows 11,KR,1,0,0
L001180,U0159,2026-01-21 21:50:00,211.139.8.212,DEV-0159-0,iOS 16.6,KR,1,0,0
L001181,U0230,2026-01-21 22:23:00,211.244.82.139,DEV-0230-1,iOS 17.4,KR,1,0,0
L001182,U0279,2026-01-21 22:58:00,211.196.190.67,DEV-0279-0,Android 13,KR,1,0,0
L001183,U0175,2026-01-21 23:31:00,211.9.73.7,DEV-0175-0,Android 14,KR,1,0,0
L001184,U0163,2026-01-21 23:56:00,211.59.15.230,DEV-0163-0,iOS 16.6,KR,1,0,0
L001185,U0207,2026-01-22 02:43:00,45.28.56.242,BOT-9462,macOS 14,해외,0,1,0
L001186,U0207,2026-01-22 02:58:00,45.28.56.242,BOT-3935,macOS 14,해외,0,1,0
L001187,U0262,2026-01-22 04:05:00,211.19.21.216,DEV-0262-0,iOS 16.6,KR,1,0,0
L001188,U0340,2026-01-22 05:50:00,45.28.56.242,BOT-7635,iOS 17.4,해외,0,1,0
L001189,U0194,2026-01-22 05:58:00,45.204.251.172,BOT-3024,Android 14,해외,0,1,0
L001190,U0322,2026-01-22 07:45:00,211.3.91.35,DEV-0322-0,macOS 14,KR,1,0,0
L001191,U0374,2026-01-22 07:46:00,211.126.214.57,DEV-0374-0,iOS 16.6,KR,1,0,0
L001192,U0302,2026-01-22 07:57:00,211.143.12.50,DEV-0302-0,iOS 16.6,KR,1,0,0
L001193,U0163,2026-01-22 08:16:00,211.59.15.230,DEV-0163-1,iOS 17.4,KR,1,0,0
L001194,U0339,2026-01-22 08:50:00,211.114.72.130,DEV-0339-0,iOS 17.4,KR,1,0,0
L001195,U0026,2026-01-22 09:27:00,211.16.19.53,DEV-0026-0,Windows 11,해외,1,0,0
L001196,U0151,2026-01-22 09:28:00,121.98.109.53,DEV-0151-1,Android 14,KR,1,0,0
